timestamp,open,high,low,close,volume
2025-12-23 00:21:00,88573.4,88591.85,88573.4,88575.45,2.55054
2025-12-23 00:22:00,88575.45,88575.46,88560.7,88569.15,2.41371
2025-12-23 00:23:00,88569.16,88569.16,88541.9,88556.93,2.60436
2025-12-23 00:24:00,88556.92,88574.09,88556.92,88574.09,2.6348
2025-12-23 00:25:00,88574.09,88578.0,88574.08,88577.99,6.88057
2025-12-23 00:26:00,88577.99,88585.99,88577.99,88585.99,1.04772
2025-12-23 00:27:00,88586.0,88624.1,88585.99,88624.1,2.64168
2025-12-23 00:28:00,88624.11,88699.3,88624.11,88699.29,4.30682
2025-12-23 00:29:00,88699.29,88708.48,88629.24,88629.25,15.34585
2025-12-23 00:30:00,88629.25,88629.25,88585.38,88608.35,3.37607
2025-12-23 00:31:00,88608.34,88671.2,88608.34,88671.2,3.66709
2025-12-23 00:32:00,88671.19,88724.09,88671.19,88724.08,6.75139
2025-12-23 00:33:00,88724.08,88734.88,88706.35,88726.01,7.54886
2025-12-23 00:34:00,88726.01,88762.78,88723.98,88762.78,3.59571
2025-12-23 00:35:00,88762.77,88840.0,88762.77,88812.53,37.90356
2025-12-23 00:36:00,88812.52,88888.76,88812.52,88865.02,10.99693
2025-12-23 00:37:00,88865.02,88890.0,88865.02,88889.99,6.54022
2025-12-23 00:38:00,88889.99,88931.96,88889.22,88921.43,5.63547
2025-12-23 00:39:00,88921.43,88940.0,88882.02,88895.68,16.27698
2025-12-23 00:40:00,88895.68,88905.26,88750.0,88751.25,9.7317
2025-12-23 00:41:00,88751.25,88751.25,88708.47,88724.84,4.29343
2025-12-23 00:42:00,88724.84,88741.1,88718.71,88718.72,2.64024
2025-12-23 00:43:00,88718.71,88718.72,88714.27,88716.71,1.11097
2025-12-23 00:44:00,88716.71,88737.8,88704.0,88737.8,1.55271
2025-12-23 00:45:00,88737.8,88741.24,88684.56,88684.56,2.54112
2025-12-23 00:46:00,88684.56,88702.27,88683.87,88695.0,0.93329
2025-12-23 00:47:00,88695.0,88718.27,88695.0,88717.09,1.51993
2025-12-23 00:48:00,88717.1,88757.82,88717.09,88757.81,0.93658
2025-12-23 00:49:00,88757.82,88790.25,88752.01,88777.29,2.79464
2025-12-23 00:50:00,88777.3,88830.56,88777.29,88829.99,4.65762
2025-12-23 00:51:00,88829.99,88842.44,88800.95,88800.96,2.54113
2025-12-23 00:52:00,88800.96,88840.0,88784.67,88802.43,4.09996
2025-12-23 00:53:00,88802.44,88802.44,88780.1,88783.6,2.86524
2025-12-23 00:54:00,88783.6,88801.35,88783.59,88801.35,0.60591
2025-12-23 00:55:00,88801.34,88802.25,88792.09,88793.88,1.74341
2025-12-23 00:56:00,88793.88,88800.1,88771.33,88771.33,0.97213
2025-12-23 00:57:00,88771.34,88800.1,88771.33,88800.09,4.4329
2025-12-23 00:58:00,88800.1,88803.35,88794.24,88794.25,4.7179
2025-12-23 00:59:00,88794.25,88794.25,88770.46,88770.47,1.72778
2025-12-23 01:00:00,88770.47,88778.59,88700.09,88700.1,4.51727
2025-12-23 01:01:00,88700.09,88748.91,88688.96,88748.91,17.2311
2025-12-23 01:02:00,88748.91,88889.76,88748.9,88851.74,9.16608
2025-12-23 01:03:00,88851.74,88851.74,88820.0,88831.4,2.67471
2025-12-23 01:04:00,88831.4,88884.92,88831.39,88860.01,15.24374
2025-12-23 01:05:00,88860.01,88872.01,88828.64,88828.64,3.59517
2025-12-23 01:06:00,88828.65,88828.65,88825.91,88825.92,0.58955
2025-12-23 01:07:00,88825.92,88825.92,88780.48,88780.49,3.05378
2025-12-23 01:08:00,88780.48,88780.49,88702.31,88745.2,10.6426
2025-12-23 01:09:00,88745.2,88745.2,88706.73,88706.73,4.60148
2025-12-23 01:10:00,88706.74,88706.74,88660.46,88660.47,4.17212
2025-12-23 01:11:00,88660.47,88671.5,88660.46,88665.27,2.60659
2025-12-23 01:12:00,88665.27,88677.51,88656.41,88668.83,2.06275
2025-12-23 01:13:00,88668.83,88684.76,88660.0,88660.0,1.13072
2025-12-23 01:14:00,88660.01,88660.01,88626.6,88626.6,2.92267
2025-12-23 01:15:00,88626.6,88668.86,88626.6,88662.78,2.26217
2025-12-23 01:16:00,88662.77,88684.77,88642.24,88642.24,3.13097
2025-12-23 01:17:00,88642.24,88642.24,88589.01,88598.73,7.98293
2025-12-23 01:18:00,88598.72,88620.0,88580.0,88590.63,2.95263
2025-12-23 01:19:00,88590.63,88618.74,88578.0,88608.47,3.58139
2025-12-23 01:20:00,88608.48,88612.79,88584.0,88584.01,2.14447
2025-12-23 01:21:00,88584.01,88610.04,88584.0,88607.34,2.84963
2025-12-23 01:22:00,88607.34,88626.62,88606.62,88606.63,1.18559
2025-12-23 01:23:00,88606.62,88620.0,88596.45,88618.5,2.94193
2025-12-23 01:24:00,88618.5,88618.5,88604.9,88604.9,0.97481
2025-12-23 01:25:00,88604.89,88604.9,88597.05,88597.06,0.74345
2025-12-23 01:26:00,88597.06,88629.31,88597.05,88629.31,4.91121
2025-12-23 01:27:00,88629.31,88629.31,88629.3,88629.31,0.68518
2025-12-23 01:28:00,88629.3,88629.31,88597.39,88597.39,2.48422
2025-12-23 01:29:00,88597.39,88629.32,88587.04,88587.05,2.58967
2025-12-23 01:30:00,88587.05,88605.9,88581.9,88605.89,2.24947
2025-12-23 01:31:00,88605.89,88637.6,88605.89,88629.25,2.15814
2025-12-23 01:32:00,88629.26,88640.0,88621.11,88621.11,1.54918
2025-12-23 01:33:00,88621.12,88652.0,88620.01,88620.01,3.33577
2025-12-23 01:34:00,88620.01,88620.01,88550.0,88550.01,3.00862
2025-12-23 01:35:00,88550.01,88550.01,88480.0,88548.09,19.99342
2025-12-23 01:36:00,88548.72,88600.0,88548.72,88582.61,5.31316
2025-12-23 01:37:00,88582.61,88582.61,88540.7,88540.7,3.7935
2025-12-23 01:38:00,88540.71,88540.71,88500.0,88516.4,3.12306
2025-12-23 01:39:00,88516.4,88516.4,88456.34,88456.34,7.00439
2025-12-23 01:40:00,88456.34,88506.0,88430.0,88480.3,8.36656
2025-12-23 01:41:00,88480.31,88516.08,88480.3,88516.08,4.24361
2025-12-23 01:42:00,88516.08,88516.08,88507.32,88507.33,0.72986
2025-12-23 01:43:00,88507.33,88516.08,88505.9,88505.9,1.02986
2025-12-23 01:44:00,88505.91,88505.91,88489.72,88489.72,4.34927
2025-12-23 01:45:00,88489.73,88516.08,88489.72,88516.08,8.23329
2025-12-23 01:46:00,88516.07,88543.44,88491.18,88491.19,2.96239
2025-12-23 01:47:00,88491.18,88522.0,88491.18,88521.99,1.78456
2025-12-23 01:48:00,88522.0,88535.27,88521.99,88535.27,0.59907
2025-12-23 01:49:00,88535.27,88546.0,88535.26,88541.04,1.01334
2025-12-23 01:50:00,88541.04,88541.05,88523.64,88523.64,2.34943
2025-12-23 01:51:00,88523.65,88546.16,88523.64,88546.15,2.71891
2025-12-23 01:52:00,88546.16,88546.16,88478.1,88478.21,4.60473
2025-12-23 01:53:00,88478.21,88498.71,88464.22,88480.32,1.48152
2025-12-23 01:54:00,88480.33,88498.7,88480.32,88497.18,4.76298
2025-12-23 01:55:00,88497.19,88542.0,88497.19,88510.04,9.60287
2025-12-23 01:56:00,88510.04,88510.04,88510.03,88510.04,0.58827
2025-12-23 01:57:00,88510.03,88510.04,88510.03,88510.04,0.38894
2025-12-23 01:58:00,88510.04,88535.77,88510.03,88531.78,1.7617
2025-12-23 01:59:00,88531.79,88531.79,88513.71,88513.71,3.16241
2025-12-23 02:00:00,88513.72,88513.72,88450.0,88450.0,2.8088
2025-12-23 02:01:00,88450.0,88480.0,88431.56,88431.56,7.7457
2025-12-23 02:02:00,88431.57,88431.57,88401.0,88418.22,4.57091
2025-12-23 02:03:00,88418.23,88418.23,88404.97,88411.49,1.07381
2025-12-23 02:04:00,88411.5,88436.37,88287.6,88404.93,113.3273
2025-12-23 02:05:00,88404.93,88489.7,88404.93,88480.71,6.16224
2025-12-23 02:06:00,88480.71,88561.66,88480.7,88561.65,6.07767
2025-12-23 02:07:00,88561.66,88579.68,88541.31,88579.67,2.25193
2025-12-23 02:08:00,88579.68,88635.73,88579.68,88610.68,7.75909
2025-12-23 02:09:00,88610.69,88628.46,88607.42,88607.42,4.00047
2025-12-23 02:10:00,88607.42,88616.09,88561.66,88561.67,4.82197
2025-12-23 02:11:00,88561.66,88601.52,88561.66,88601.51,4.95835
2025-12-23 02:12:00,88601.52,88601.52,88522.57,88522.58,3.48838
2025-12-23 02:13:00,88522.58,88560.0,88522.57,88559.99,3.77635
2025-12-23 02:14:00,88559.99,88571.95,88559.99,88571.95,1.00334
2025-12-23 02:15:00,88571.95,88597.11,88557.2,88597.11,2.52054
2025-12-23 02:16:00,88597.1,88674.57,88589.74,88674.57,5.10159
2025-12-23 02:17:00,88674.57,88689.3,88650.54,88655.68,7.78124
2025-12-23 02:18:00,88655.68,88668.88,88626.08,88627.32,9.02928
2025-12-23 02:19:00,88627.32,88720.0,88627.32,88707.63,11.05057
2025-12-23 02:20:00,88707.63,88724.0,88707.62,88707.96,4.60005
2025-12-23 02:21:00,88707.96,88730.69,88659.31,88704.57,6.29197
2025-12-23 02:22:00,88704.56,88752.0,88682.58,88700.0,13.14106
2025-12-23 02:23:00,88700.01,88700.01,88675.81,88695.98,3.58827
2025-12-23 02:24:00,88695.98,88752.0,88695.97,88750.12,5.13636
2025-12-23 02:25:00,88750.11,88752.0,88708.47,88708.48,3.79202
2025-12-23 02:26:00,88708.47,88712.0,88700.0,88712.0,5.7362
2025-12-23 02:27:00,88711.99,88755.23,88711.99,88755.23,7.55993
2025-12-23 02:28:00,88755.23,88755.24,88723.99,88724.0,1.77544
2025-12-23 02:29:00,88724.0,88724.0,88700.0,88700.01,3.11336
2025-12-23 02:30:00,88700.01,88738.4,88700.01,88738.36,6.78066
2025-12-23 02:31:00,88738.36,88749.0,88708.48,88708.48,2.392
2025-12-23 02:32:00,88708.48,88721.1,88700.89,88700.89,2.29828
2025-12-23 02:33:00,88700.9,88700.9,88682.34,88688.58,1.94774
2025-12-23 02:34:00,88688.58,88688.58,88654.1,88654.11,6.38704
2025-12-23 02:35:00,88654.11,88660.01,88632.56,88654.49,2.41185
2025-12-23 02:36:00,88654.5,88654.5,88592.24,88592.24,19.85621
2025-12-23 02:37:00,88592.24,88592.24,88520.83,88542.14,13.4603
2025-12-23 02:38:00,88542.14,88542.14,88523.64,88523.65,1.83968
2025-12-23 02:39:00,88523.65,88523.65,88386.38,88386.39,11.76515
2025-12-23 02:40:00,88386.39,88449.38,88290.2,88290.2,19.58086
2025-12-23 02:41:00,88290.2,88342.84,88272.57,88278.73,11.87826
2025-12-23 02:42:00,88278.74,88340.33,88278.74,88283.72,10.52414
2025-12-23 02:43:00,88283.71,88325.11,88283.71,88304.05,2.20737
2025-12-23 02:44:00,88304.05,88304.05,88270.0,88270.01,3.42916
2025-12-23 02:45:00,88270.01,88270.01,88091.21,88172.01,123.98589
2025-12-23 02:46:00,88172.01,88246.96,88118.88,88246.96,12.67789
2025-12-23 02:47:00,88246.96,88256.0,88186.0,88200.01,9.40188
2025-12-23 02:48:00,88200.0,88227.19,88163.56,88172.76,5.84914
2025-12-23 02:49:00,88172.77,88301.09,88160.01,88282.13,8.54187
2025-12-23 02:50:00,88282.13,88304.65,88282.12,88290.32,4.65428
2025-12-23 02:51:00,88290.33,88312.41,88290.32,88310.52,7.72116
2025-12-23 02:52:00,88310.52,88310.52,88282.7,88295.14,3.46952
2025-12-23 02:53:00,88295.14,88312.41,88283.03,88289.32,5.22067
2025-12-23 02:54:00,88289.32,88289.32,88207.73,88213.68,3.4699
2025-12-23 02:55:00,88213.68,88255.6,88189.78,88240.9,5.6861
2025-12-23 02:56:00,88240.89,88240.9,88216.16,88216.16,1.55317
2025-12-23 02:57:00,88216.16,88216.17,88200.0,88212.36,1.12154
2025-12-23 02:58:00,88212.36,88212.36,88200.0,88200.0,1.19085
2025-12-23 02:59:00,88200.0,88211.95,88181.74,88206.8,4.4729
2025-12-23 03:00:00,88206.8,88212.35,88164.25,88181.2,4.34075
2025-12-23 03:01:00,88181.21,88181.21,88140.0,88140.01,3.29077
2025-12-23 03:02:00,88140.01,88153.61,88106.96,88138.93,4.97702
2025-12-23 03:03:00,88138.93,88138.93,88057.48,88106.72,9.33055
2025-12-23 03:04:00,88106.72,88106.73,88037.58,88037.6,8.90976
2025-12-23 03:05:00,88037.59,88037.6,88020.0,88020.01,6.78846
2025-12-23 03:06:00,88020.01,88020.01,87950.0,87956.45,35.78471
2025-12-23 03:07:00,87956.44,87956.44,87800.0,87919.99,77.39573
2025-12-23 03:08:00,87920.0,87932.4,87850.0,87925.4,7.34817
2025-12-23 03:09:00,87925.4,88050.0,87908.07,88034.67,8.25001
2025-12-23 03:10:00,88034.67,88050.0,87916.84,88039.62,19.00264
2025-12-23 03:11:00,88039.62,88073.16,88027.13,88042.46,4.25486
2025-12-23 03:12:00,88042.47,88121.52,88042.46,88104.35,14.95499
2025-12-23 03:13:00,88104.34,88153.71,88104.34,88124.0,7.68969
2025-12-23 03:14:00,88124.0,88137.43,88124.0,88127.99,1.78973
2025-12-23 03:15:00,88128.0,88179.05,88110.37,88179.04,3.7198
2025-12-23 03:16:00,88179.05,88240.0,88179.05,88239.99,9.61463
2025-12-23 03:17:00,88239.99,88264.0,88212.0,88212.0,3.67164
2025-12-23 03:18:00,88212.0,88256.0,88212.0,88217.77,3.66575
2025-12-23 03:19:00,88217.77,88251.28,88217.76,88232.02,2.90174
2025-12-23 03:20:00,88232.02,88260.0,88232.02,88260.0,2.14735
2025-12-23 03:21:00,88259.99,88268.53,88210.58,88268.52,5.39028
2025-12-23 03:22:00,88268.52,88268.52,88242.38,88262.36,4.43146
2025-12-23 03:23:00,88262.37,88274.03,88222.78,88222.78,4.02431
2025-12-23 03:24:00,88222.77,88222.78,88076.52,88076.53,3.93939
2025-12-23 03:25:00,88076.52,88196.48,88076.0,88172.96,14.62979
2025-12-23 03:26:00,88172.95,88204.41,88146.7,88196.68,9.10779
2025-12-23 03:27:00,88196.68,88221.72,88192.55,88221.71,1.34067
2025-12-23 03:28:00,88221.71,88221.71,88206.79,88217.29,0.97412
2025-12-23 03:29:00,88217.3,88217.3,88217.29,88217.3,0.61989
2025-12-23 03:30:00,88217.3,88250.0,88184.76,88229.59,3.93661
2025-12-23 03:31:00,88229.59,88229.59,88160.0,88170.58,3.67628
2025-12-23 03:32:00,88170.57,88197.47,88170.57,88179.36,2.49375
2025-12-23 03:33:00,88179.35,88234.58,88177.8,88228.39,2.16492
2025-12-23 03:34:00,88228.4,88266.16,88228.39,88266.16,1.52902
2025-12-23 03:35:00,88266.15,88266.16,88238.82,88258.74,1.80635
2025-12-23 03:36:00,88258.74,88258.74,88225.8,88242.04,0.9077
2025-12-23 03:37:00,88242.04,88265.21,88218.66,88227.49,2.86546
2025-12-23 03:38:00,88227.5,88259.39,88227.49,88259.39,4.23642
2025-12-23 03:39:00,88259.39,88287.56,88259.38,88287.56,3.48029
2025-12-23 03:40:00,88287.56,88350.0,88280.58,88330.27,13.59301
2025-12-23 03:41:00,88330.28,88350.0,88328.4,88332.34,8.45576
2025-12-23 03:42:00,88332.34,88355.56,88312.04,88355.55,5.0322
2025-12-23 03:43:00,88355.55,88355.56,88326.0,88327.22,4.20007
2025-12-23 03:44:00,88327.22,88327.22,88305.57,88321.0,1.53108
2025-12-23 03:45:00,88321.0,88321.0,88268.0,88278.59,4.88252
2025-12-23 03:46:00,88278.58,88278.59,88250.55,88250.57,1.49937
2025-12-23 03:47:00,88250.56,88263.8,88174.24,88174.25,12.22157
2025-12-23 03:48:00,88174.24,88201.7,88153.46,88198.93,4.45737
2025-12-23 03:49:00,88197.28,88214.93,88188.66,88214.93,3.48022
2025-12-23 03:50:00,88214.92,88214.93,88183.36,88183.37,1.10981
2025-12-23 03:51:00,88183.36,88204.91,88176.33,88176.33,3.16176
2025-12-23 03:52:00,88176.26,88200.01,88164.85,88200.0,3.99175
2025-12-23 03:53:00,88200.0,88236.01,88200.0,88220.76,2.84675
2025-12-23 03:54:00,88220.76,88252.94,88220.75,88234.25,3.99725
2025-12-23 03:55:00,88234.24,88234.25,88234.24,88234.25,3.97329
2025-12-23 03:56:00,88234.25,88262.86,88234.25,88259.05,4.29936
2025-12-23 03:57:00,88259.05,88277.99,88255.42,88255.43,3.03173
2025-12-23 03:58:00,88255.42,88255.42,88234.24,88238.23,2.79396
2025-12-23 03:59:00,88238.23,88238.48,88170.0,88170.0,13.91338
2025-12-23 04:00:00,88170.0,88208.3,88170.0,88186.68,3.09141
2025-12-23 04:01:00,88186.68,88186.69,88120.0,88121.64,8.5696
2025-12-23 04:02:00,88121.63,88122.76,88102.47,88102.48,6.13808
2025-12-23 04:03:00,88102.47,88117.18,88086.5,88115.69,4.53001
2025-12-23 04:04:00,88115.69,88115.69,88084.71,88085.2,5.08455
2025-12-23 04:05:00,88085.2,88150.82,88085.2,88134.11,5.98143
2025-12-23 04:06:00,88134.11,88160.0,88134.11,88160.0,3.48182
2025-12-23 04:07:00,88159.99,88167.68,88159.99,88167.67,1.79448
2025-12-23 04:08:00,88167.68,88193.49,88167.67,88193.48,2.83288
2025-12-23 04:09:00,88193.49,88241.61,88193.48,88241.61,5.49367
2025-12-23 04:10:00,88241.6,88346.96,88241.6,88316.88,8.56947
2025-12-23 04:11:00,88316.88,88323.07,88294.93,88323.06,9.89724
2025-12-23 04:12:00,88323.07,88368.05,88305.11,88305.5,12.53712
2025-12-23 04:13:00,88305.49,88305.49,88302.27,88302.28,1.56666
2025-12-23 04:14:00,88302.28,88319.18,88302.27,88308.91,5.00528
2025-12-23 04:15:00,88308.92,88308.92,88285.3,88285.3,2.5178
2025-12-23 04:16:00,88285.31,88285.31,88254.06,88254.07,0.93918
2025-12-23 04:17:00,88254.06,88280.0,88254.06,88273.24,5.61345
2025-12-23 04:18:00,88273.24,88295.31,88273.22,88295.31,5.35934
2025-12-23 04:19:00,88295.31,88302.21,88285.67,88301.09,4.94761
2025-12-23 04:20:00,88301.09,88301.1,88275.62,88275.89,1.28571
2025-12-23 04:21:00,88275.88,88277.72,88269.15,88269.16,10.06552
2025-12-23 04:22:00,88269.15,88269.16,88263.0,88264.87,3.19627
2025-12-23 04:23:00,88264.87,88302.21,88264.87,88302.2,1.19008
2025-12-23 04:24:00,88302.21,88368.1,88302.2,88357.56,7.47761
2025-12-23 04:25:00,88357.56,88363.49,88317.6,88317.6,4.90821
2025-12-23 04:26:00,88317.61,88317.61,88253.34,88253.35,18.95507
2025-12-23 04:27:00,88253.36,88261.94,88253.35,88261.94,1.19448
2025-12-23 04:28:00,88261.93,88261.94,88253.47,88253.47,1.04341
2025-12-23 04:29:00,88253.47,88253.48,88253.47,88253.47,2.31011
2025-12-23 04:30:00,88253.48,88253.48,88223.2,88223.2,5.10208
2025-12-23 04:31:00,88223.2,88224.1,88166.05,88166.06,5.73483
2025-12-23 04:32:00,88166.05,88174.31,88166.05,88174.3,0.67427
2025-12-23 04:33:00,88174.3,88174.3,88137.8,88137.8,3.95907
2025-12-23 04:34:00,88137.81,88172.01,88137.8,88170.08,10.38029
2025-12-23 04:35:00,88170.08,88170.08,88138.79,88138.8,2.03045
2025-12-23 04:36:00,88138.79,88138.8,88116.19,88116.2,0.77223
2025-12-23 04:37:00,88116.2,88134.97,88101.17,88101.18,4.49168
2025-12-23 04:38:00,88101.18,88101.18,88095.12,88100.74,3.64508
2025-12-23 04:39:00,88100.75,88121.86,88067.45,88106.42,29.27366
2025-12-23 04:40:00,88106.41,88106.42,88069.31,88097.57,6.86295
2025-12-23 04:41:00,88097.58,88102.97,88094.14,88102.96,1.32971
2025-12-23 04:42:00,88102.97,88110.59,88097.4,88097.41,3.70671
2025-12-23 04:43:00,88097.4,88137.24,88094.15,88137.24,2.59985
2025-12-23 04:44:00,88137.23,88137.24,88120.16,88120.17,1.54837
2025-12-23 04:45:00,88120.17,88136.62,88120.17,88136.61,1.5965
2025-12-23 04:46:00,88136.61,88136.61,88125.8,88125.8,0.56698
2025-12-23 04:47:00,88125.81,88144.0,88125.8,88127.92,3.1697
2025-12-23 04:48:00,88127.92,88127.92,88120.01,88120.14,1.54526
2025-12-23 04:49:00,88120.14,88120.15,88089.32,88089.32,5.30765
2025-12-23 04:50:00,88089.33,88098.98,88085.22,88085.22,1.41671
2025-12-23 04:51:00,88085.23,88089.86,88076.1,88076.1,3.40407
2025-12-23 04:52:00,88076.1,88076.11,88001.0,88001.33,6.66313
2025-12-23 04:53:00,88001.34,88036.53,88001.33,88036.53,2.00445
2025-12-23 04:54:00,88036.53,88060.0,88036.52,88041.47,1.8786
2025-12-23 04:55:00,88041.47,88044.81,88001.0,88005.17,9.08104
2025-12-23 04:56:00,88005.16,88005.17,87955.59,87965.26,21.88491
2025-12-23 04:57:00,87965.25,87968.27,87937.66,87968.27,8.10283
2025-12-23 04:58:00,87968.27,87968.27,87953.73,87953.73,1.19818
2025-12-23 04:59:00,87953.73,87980.0,87930.99,87930.99,3.40157
2025-12-23 05:00:00,87931.0,87984.39,87930.97,87984.39,10.36674
2025-12-23 05:01:00,87984.39,87984.39,87963.39,87966.95,8.8023
2025-12-23 05:02:00,87966.94,87966.95,87959.05,87959.06,1.25344
2025-12-23 05:03:00,87959.06,87963.45,87908.68,87929.46,29.24224
2025-12-23 05:04:00,87929.46,87941.99,87921.46,87928.84,6.24978
2025-12-23 05:05:00,87928.83,87931.23,87908.19,87908.2,2.28167
2025-12-23 05:06:00,87908.2,87908.2,87868.94,87868.95,15.68388
2025-12-23 05:07:00,87868.94,87911.78,87845.42,87893.49,10.99377
2025-12-23 05:08:00,87893.49,87916.63,87871.13,87916.63,6.38296
2025-12-23 05:09:00,87916.62,87980.0,87916.62,87968.24,7.17375
2025-12-23 05:10:00,87968.25,87968.25,87920.18,87920.19,1.07112
2025-12-23 05:11:00,87920.19,87959.46,87920.18,87959.46,2.21785
2025-12-23 05:12:00,87959.46,87959.46,87935.12,87935.13,1.55317
2025-12-23 05:13:00,87935.12,87954.08,87935.12,87954.07,3.47118
2025-12-23 05:14:00,87954.08,87954.08,87900.0,87900.01,4.18891
2025-12-23 05:15:00,87900.01,87915.68,87877.99,87878.0,4.00235
2025-12-23 05:16:00,87878.0,87924.58,87871.14,87924.57,3.47749
2025-12-23 05:17:00,87924.57,87971.67,87924.57,87967.28,2.13056
2025-12-23 05:18:00,87967.27,87972.33,87955.65,87972.32,2.15146
2025-12-23 05:19:00,87972.32,87972.32,87971.62,87971.63,0.95571
2025-12-23 05:20:00,87971.62,88000.0,87970.0,87999.99,3.00534
2025-12-23 05:21:00,88000.0,88000.0,87980.0,87980.01,3.23389
2025-12-23 05:22:00,87980.0,87997.84,87980.0,87997.84,5.17865
2025-12-23 05:23:00,87997.84,88015.9,87997.84,88009.89,4.13196
2025-12-23 05:24:00,88009.89,88009.9,88007.58,88007.58,4.82475
2025-12-23 05:25:00,88007.58,88007.59,87984.74,88002.35,5.40673
2025-12-23 05:26:00,88002.35,88025.71,88002.34,88021.45,8.62561
2025-12-23 05:27:00,88021.45,88021.45,88010.17,88010.18,1.01255
2025-12-23 05:28:00,88010.18,88010.18,87997.47,87997.48,2.60428
2025-12-23 05:29:00,87997.48,88008.8,87997.47,88008.8,4.09189
2025-12-23 05:30:00,88008.8,88008.8,87939.17,87939.18,10.50908
2025-12-23 05:31:00,87939.17,87963.81,87891.69,87899.99,5.22213
2025-12-23 05:32:00,87900.0,87934.75,87828.26,87828.88,6.5965
2025-12-23 05:33:00,87828.89,87837.2,87668.42,87738.7,84.26075
2025-12-23 05:34:00,87738.69,87738.69,87624.09,87624.1,24.94226
2025-12-23 05:35:00,87624.6,87759.28,87614.79,87732.94,25.92505
2025-12-23 05:36:00,87732.93,87758.02,87670.49,87758.02,9.5861
2025-12-23 05:37:00,87758.02,87760.0,87730.92,87760.0,2.99661
2025-12-23 05:38:00,87760.0,87797.06,87760.0,87790.99,2.72903
2025-12-23 05:39:00,87790.99,87804.59,87744.55,87765.27,24.51289
2025-12-23 05:40:00,87765.27,87793.26,87765.26,87776.08,2.93108
2025-12-23 05:41:00,87776.08,87814.27,87754.18,87814.27,3.29939
2025-12-23 05:42:00,87814.26,87814.27,87758.4,87758.41,5.25526
2025-12-23 05:43:00,87758.41,87795.74,87758.4,87770.16,9.49491
2025-12-23 05:44:00,87770.15,87780.0,87757.77,87779.99,2.84107
2025-12-23 05:45:00,87780.0,87796.83,87767.78,87767.78,1.86235
